Entry	Organism	Taxonomic lineage (SUPERKINGDOM)	Taxonomic lineage (PHYLUM)	Taxonomic lineage (CLASS)	Taxonomic lineage (ORDER)	Taxonomic lineage (FAMILY)	Taxonomic lineage (GENUS)	Taxonomic lineage (SPECIES)
A0A7D5FWL0	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A4Y5F6D1	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D7L1P0	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D7Q3Y6	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A4Y5F6B6	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5FZJ6	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5JVT9	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLS0	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A4Y5F5M1	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5FXH9	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5FSG1	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A4Y5F658	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A4Y5F5N3	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5G8Q8	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5FTU8	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5GA89	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D7PZ17	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D7KWW6	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5FWH9	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLQ4	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5KCU0	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A4Y5F648	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLN7	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLP6	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A4Y5F4P2	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLQ0	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5G8L0	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5FYE6	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLN4	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5K0E5	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D7Q2P9	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5FSN9	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5K0A3	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLR4	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLN6	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A4Y5F642	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A4Y5F4J5	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLQ9	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLP8	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A4Y5F4L9	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLP3	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLM5	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLQ7	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A1B1W5X7	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A1S5WLJ9	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A4Y5F5M9	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLR8	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLR9	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
L7X4G8	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A509GLM9	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
R4NBW6	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
B3Y8I6	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A509GLP4	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A4Y5F5M7	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A1ILX2	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7WWN2	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A1B1W621	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X4H2	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
B1Q4K9	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
D5KTC5	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
D5KTC9	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7WWK2	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A1B1W614	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7WWS8	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
D5LGX2	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
C6L8M6	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
D0G763	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
D0G765	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X227	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
B1Q4L2	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X222	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X236	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X241	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
D5KTC8	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A0K2D511	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
D5KTD2	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A1ILW4	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
C6L8N2	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A0K2D501	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
D0G764	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
B3Y8J6	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
B1Q4K7	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X167	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
C6L8N3	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A1ILW6	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X116	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A1B1W606	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
C6L8N0	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A1B1W618	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
D0G768	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
D5KTD7	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A1B1W5Z9	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A0K2D560	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A1B1W5W7	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X229	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
D5KTC7	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
D0G760	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X4B4	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X292	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7WWX2	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X195	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A1ILW3	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X1D5	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A7D5G8N8	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5FWM3	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A4Y5F629	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5KI42	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A4Y5F4K9	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLR0	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5JSW6	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5FXJ5	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5JSS3	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A1S5WLN2	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLP7	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A1S5WLK4	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A4Y5F5P1	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5FSK0	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5FZH8	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5FXK9	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A509GLP0	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
A0A7D5JZH0	uncultured Nitrospira sp.	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured Nitrospira sp.
B3Y8J8	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X254	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7X183	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A1B1W613	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
L7WWS2	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
B3Y8J7	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
B3Y8J5	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A1B1W608	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
A0A172MJQ3	uncultured archaeon	Archaea						uncultured archaeon
C4P032	uncultured archaeon	Archaea						uncultured archaeon
I1VCG7	uncultured archaeon	Archaea						uncultured archaeon
K4F525	uncultured archaeon	Archaea						uncultured archaeon
K4F8Y5	uncultured archaeon	Archaea						uncultured archaeon
A0A0A7NZ39	uncultured archaeon	Archaea						uncultured archaeon
K4F4K5	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0ILM5	uncultured archaeon	Archaea						uncultured archaeon
W5U242	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AQK0	uncultured archaeon	Archaea						uncultured archaeon
K4F3Y9	uncultured archaeon	Archaea						uncultured archaeon
K4F8L1	uncultured archaeon	Archaea						uncultured archaeon
R9ZWN3	uncultured archaeon	Archaea						uncultured archaeon
A0A7S5ZX52	uncultured archaeon	Archaea						uncultured archaeon
A0A7S6CZP9	uncultured archaeon	Archaea						uncultured archaeon
A0A346I4T7	uncultured archaeon	Archaea						uncultured archaeon
A0A076V7P1	uncultured archaeon	Archaea						uncultured archaeon
A0A0A7RKA8	uncultured archaeon	Archaea						uncultured archaeon
K4F5M3	uncultured archaeon	Archaea						uncultured archaeon
A0A172MHB7	uncultured archaeon	Archaea						uncultured archaeon
A0A516FIG3	uncultured archaeon	Archaea						uncultured archaeon
A0A345GR41	uncultured archaeon	Archaea						uncultured archaeon
A0A097BUJ8	uncultured archaeon	Archaea						uncultured archaeon
A0A0A1EEV5	uncultured archaeon	Archaea						uncultured archaeon
A0A1B1W6D8	uncultured thaumarchaeote	Archaea	Thaumarchaeota					uncultured thaumarchaeote
A0A1X9ZJZ1	uncultured archaeon	Archaea						uncultured archaeon
I1VCS6	uncultured archaeon	Archaea						uncultured archaeon
A0A516FIS1	uncultured archaeon	Archaea						uncultured archaeon
K4F3P7	uncultured archaeon	Archaea						uncultured archaeon
T1YY09	uncultured archaeon	Archaea						uncultured archaeon
A0A291I7X2	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0C5P7	uncultured archaeon	Archaea						uncultured archaeon
A0A516FGF1	uncultured archaeon	Archaea						uncultured archaeon
A0A172MHD4	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AQV2	uncultured archaeon	Archaea						uncultured archaeon
A0A172MJH2	uncultured archaeon	Archaea						uncultured archaeon
K4F4X1	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AQ28	uncultured archaeon	Archaea						uncultured archaeon
W6JQG1	uncultured archaeon	Archaea						uncultured archaeon
A0A516FGZ3	uncultured archaeon	Archaea						uncultured archaeon
K4F4B5	uncultured archaeon	Archaea						uncultured archaeon
W8Q5G1	uncultured archaeon	Archaea						uncultured archaeon
A0A346I5W9	uncultured archaeon	Archaea						uncultured archaeon
K4F8K2	uncultured archaeon	Archaea						uncultured archaeon
W8GTW7	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AQZ4	uncultured archaeon	Archaea						uncultured archaeon
A0A516FHP0	uncultured archaeon	Archaea						uncultured archaeon
A0A346I6K3	uncultured archaeon	Archaea						uncultured archaeon
A0A516FHN4	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0CNF8	uncultured archaeon	Archaea						uncultured archaeon
A0A346I5Q9	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0BW88	uncultured archaeon	Archaea						uncultured archaeon
T1YWR4	uncultured archaeon	Archaea						uncultured archaeon
W8GH06	uncultured archaeon	Archaea						uncultured archaeon
A0A346I5G3	uncultured archaeon	Archaea						uncultured archaeon
G3FH50	crenarchaeote SCGC AAA288-N08	Archaea	Crenarchaeota					crenarchaeote SCGC AAA288-N08
W8GP31	uncultured archaeon	Archaea						uncultured archaeon
A0A0K2D531	uncultured archaeon	Archaea						uncultured archaeon
A0A1B1W6B0	uncultured thaumarchaeote	Archaea	Thaumarchaeota					uncultured thaumarchaeote
A0A1B1W680	uncultured thaumarchaeote	Archaea	Thaumarchaeota					uncultured thaumarchaeote
A0A7S5ZZ01	uncultured archaeon	Archaea						uncultured archaeon
T1YY62	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0CPP0	uncultured archaeon	Archaea						uncultured archaeon
A0A345GQP8	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0CI71	uncultured archaeon	Archaea						uncultured archaeon
L7X2F7	uncultured archaeon	Archaea						uncultured archaeon
T1W316	uncultured archaeon	Archaea						uncultured archaeon
A0A516FI11	uncultured archaeon	Archaea						uncultured archaeon
A0A172MJN6	uncultured archaeon	Archaea						uncultured archaeon
A0A516FIG7	uncultured archaeon	Archaea						uncultured archaeon
A0A2L0WVH2	uncultured archaeon	Archaea						uncultured archaeon
A0A2R3ZD64	uncultured archaeon	Archaea						uncultured archaeon
K4F437	uncultured archaeon	Archaea						uncultured archaeon
A0A516FHC4	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0CHQ8	uncultured archaeon	Archaea						uncultured archaeon
A0A345GQI3	uncultured archaeon	Archaea						uncultured archaeon
A0A345GPV6	uncultured archaeon	Archaea						uncultured archaeon
A0A097BU86	uncultured archaeon	Archaea						uncultured archaeon
K4F8S4	uncultured archaeon	Archaea						uncultured archaeon
