Entry	Organism	Taxonomic lineage (SUPERKINGDOM)	Taxonomic lineage (PHYLUM)	Taxonomic lineage (CLASS)	Taxonomic lineage (ORDER)	Taxonomic lineage (FAMILY)	Taxonomic lineage (GENUS)	Taxonomic lineage (SPECIES)
F8U5X3	NC10 bacterium enrichment culture clone 'enr a Lieshout clone 5'	Bacteria	candidate division NC10					NC10 bacterium enrichment culture clone 'enr a Lieshout clone 5'
G0Z595	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
Q14QQ2	Methylocystis heyeri	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	Methylocystis	Methylocystis heyeri
Q9S4C4	uncultured methanotroph 'Rold 1'	Bacteria	Proteobacteria	Alphaproteobacteria				uncultured methanotroph 'Rold 1'
Q8KM65	Methylosinus trichosporium	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	Methylosinus	Methylosinus trichosporium
A0A089H0G7	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9J8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
F1CL56	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
G7ZKW8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
F1CL73	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
S4VEZ9	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A068W6B5	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
S4VKL6	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0B5AGB8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
F1CL54	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A1I9RGT0	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9L4J5	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9M1D8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060VCS3	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9K9	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
T2ASQ9	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
Q4AD33	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E0YA84	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
R9UJG7	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
X2JK79	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A5J6E3L6	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
H9TQD6	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
W5S411	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9L5T9	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
G7ZKX3	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
Q4ACY7	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A5J6E2Z8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
T2ARS9	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9M025	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0M4R5J8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E5BBN5	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060VFW4	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
D0V881	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E0YA95	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
G7ZKV7	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A5J6E3K4	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0B5AD46	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C9EJ52	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
G0Z5A1	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
A0A172MAM7	uncultured Methylococcaceae bacterium	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae		uncultured Methylococcaceae bacterium
K9M001	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9L682	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060VCS5	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A142JWU1	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E0YA82	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E0YAB2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A142JWT9	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9X3	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
S4VF31	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
F1CL31	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E0YA75	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
G8JYL0	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
G0Z587	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
Q4ACY9	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9M059	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9X6	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9N6	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060VCU6	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9L576	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A5J6E308	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
R4P580	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060VH79	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
G7ZKW5	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A5J6E325	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9M1C8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9T0	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
F1CL65	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
Q4AD08	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9U8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
G0Z588	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
H9TQD5	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
G3XGE0	Methylomonas sp. R4F	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas	Methylomonas sp. R4F
Q934R0	uncultured bacterium M84-P36	Bacteria						uncultured bacterium M84-P36
C4R9V3	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9L5R5	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9LYH8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
J7MEE1	uncultured Methylomonas sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas	uncultured Methylomonas sp.
S4VER9	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A5J6DLJ3	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
F1CL44	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0K1YXS8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0F6QEY5	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
R9UMV0	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0F6T251	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
F1CKZ0	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E0YA80	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9R5	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
R9UJ57	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0F6QDH2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0F6QEI2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
D3JLG9	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
W5S9H1	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060VG12	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9L6	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E0YA93	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
G8JYL1	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9V2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A068W9H3	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
Q70TH5	Methylosinus trichosporium	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	Methylosinus	Methylosinus trichosporium
A0A5J6E4F4	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
D0V870	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9M051	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
G7ZKW2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060VCS6	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0M3UMA8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E0YAB0	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9M4	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9M046	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
S5XAL7	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A060VCQ2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A142JWU2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A142JWU4	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0F6T302	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
X2JFW0	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
D3JLH4	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
E0YA97	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9N4	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9M187	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
G7ZKV5	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
K9LYD6	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0F6QEJ9	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0M4R7L2	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
R4NTG0	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9V8	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
F1CL13	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
D5FY63	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
F1CL55	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
F1CL29	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C9EJ46	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A5J6E333	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
F1CL21	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
Q4ACY3	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0M4S8D1	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A1I9RGS4	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
F1CL08	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
G0Z5A9	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
A8UE63	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
J7M2T2	uncultured Methylomonas sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas	uncultured Methylomonas sp.
G7ZKV4	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0F6T255	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A1W6R7C9	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A088Q785	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
G8Z7Q0	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A0F6QG88	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
S4VF11	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A1I9RGT9	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
C4R9K1	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
F1CL39	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
F1CL58	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
T2ASS9	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A5J6E3A1	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
A0A5J6E330	uncultured methanotrophic bacterium	Bacteria						uncultured methanotrophic bacterium
W5S3Y0	uncultured Methylobacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	uncultured Methylobacter sp.
W5S3W7	uncultured ammonia-oxidizing bacterium	Bacteria						uncultured ammonia-oxidizing bacterium
B3V9I9	uncultured Methylococcaceae bacterium	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae		uncultured Methylococcaceae bacterium
Q8KM64	Methylosinus trichosporium	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	Methylosinus	Methylosinus trichosporium
